case_id,prefix,k,time_passed,recent_time,latest_time,next_time
Case20,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 laser-marking---machine-7 round-grinding---machine-3,12,6,7,1,0
Case20,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 laser-marking---machine-7 round-grinding---machine-3 round-grinding---machine-3,13,6,1,0,0
Case20,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 laser-marking---machine-7 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3,14,6,0,0,1
Case20,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 laser-marking---machine-7 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3,15,7,1,1,0
Case20,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 laser-marking---machine-7 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3,16,7,1,0,0
Case20,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 laser-marking---machine-7 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3,17,7,0,0,9
Case20,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 laser-marking---machine-7 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3,18,16,10,9,0
Case20,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 laser-marking---machine-7 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 turning-&-milling-q.c.,19,16,9,0,1
Case20,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 laser-marking---machine-7 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 turning-&-milling-q.c. round-grinding---machine-2,20,17,1,1,0
Case20,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 laser-marking---machine-7 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 turning-&-milling-q.c. round-grinding---machine-2 round-grinding---machine-2,21,17,1,0,0
Case20,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 laser-marking---machine-7 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 round-grinding---machine-3 turning-&-milling-q.c. round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-2,22,17,0,0,1
Case11,turning-&-milling---machine-10,0,0,0,0,0
Case11,turning-&-milling---machine-10 turning-&-milling---machine-10,1,0,0,0,0
Case11,turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c.,2,0,0,0,0
Case11,turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling---machine-10,3,0,0,0,0
Case11,turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10,4,0,0,0,0
Case11,turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10,5,0,0,0,0
Case11,turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10,6,0,0,0,0
Case11,turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c.,7,0,1,0,0
Case11,turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling---machine-10,8,0,0,0,0
Case11,turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10,9,0,0,0,0
Case11,turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c.,10,0,0,0,0
Case11,turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling---machine-10,11,0,0,0,0
Case11,turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-9,12,0,0,0,0
Case11,turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-9 turning-&-milling---machine-10,13,0,1,0,0
Case11,turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-9 turning-&-milling---machine-10 turning-&-milling---machine-10,14,0,0,0,2
Case11,turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-9 turning-&-milling---machine-10 turning-&-milling---machine-10 laser-marking---machine-7,15,2,2,2,0
Case11,turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-9 turning-&-milling---machine-10 turning-&-milling---machine-10 laser-marking---machine-7 turning-&-milling-q.c.,16,2,3,0,1
Case11,turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-9 turning-&-milling---machine-10 turning-&-milling---machine-10 laser-marking---machine-7 turning-&-milling-q.c. laser-marking---machine-7,17,3,2,1,0
Case11,turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-9 turning-&-milling---machine-10 turning-&-milling---machine-10 laser-marking---machine-7 turning-&-milling-q.c. laser-marking---machine-7 packing,18,3,1,0,0
Case11,turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-9 turning-&-milling---machine-10 turning-&-milling---machine-10 laser-marking---machine-7 turning-&-milling-q.c. laser-marking---machine-7 packing final-inspection-q.c.,19,3,0,0,1
Case241,turning-&-milling---machine-6,0,0,0,0,1
Case241,turning-&-milling---machine-6 turning-&-milling---machine-6,1,1,0,1,5
Case241,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6,2,6,6,5,1
Case243,turning-&-milling---machine-6,0,0,0,0,0
Case243,turning-&-milling---machine-6 turning-&-milling---machine-6,1,0,0,0,0
Case243,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c.,2,0,0,0,0
Case243,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6,3,0,0,0,1
Case224,turning-&-milling-q.c.,0,0,0,0,0
Case224,turning-&-milling-q.c. turning-&-milling-q.c.,1,0,0,0,3
Case224,turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c.,2,3,3,3,1
Case235,turning-&-milling-q.c.,0,0,0,0,0
Case235,turning-&-milling-q.c. turning-&-milling-q.c.,1,0,0,0,0
Case235,turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10,2,0,0,0,2
Case235,turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10,3,2,2,2,4
Case235,turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10,4,6,6,4,0
Case235,turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10,5,6,5,0,0
Case235,turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c.,6,6,1,0,0
Case235,turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling---machine-10,7,6,1,0,0
Case235,turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-9,8,6,1,0,0
Case235,turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-9 turning-&-milling---machine-10,9,6,0,0,0
Case235,turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling---machine-10 turning-&-milling-q.c. turning-&-milling---machine-10 turning-&-milling---machine-9 turning-&-milling---machine-10 turning-&-milling-q.c.,10,6,0,0,0
