case_id,prefix,k,next_act
Case25,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. laser-marking---machine-7 lapping---machine-1 lapping---machine-1 lapping---machine-1 round-grinding---manual round-grinding---manual round-grinding---manual round-grinding---manual round-grinding---manual round-grinding---manual round-grinding---q.c. round-grinding---q.c. round-grinding---q.c.,19,lapping---machine-1
Case25,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. laser-marking---machine-7 lapping---machine-1 lapping---machine-1 lapping---machine-1 round-grinding---manual round-grinding---manual round-grinding---manual round-grinding---manual round-grinding---manual round-grinding---manual round-grinding---q.c. round-grinding---q.c. round-grinding---q.c. lapping---machine-1,20,round-grinding---machine-3
Case25,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. laser-marking---machine-7 lapping---machine-1 lapping---machine-1 lapping---machine-1 round-grinding---manual round-grinding---manual round-grinding---manual round-grinding---manual round-grinding---manual round-grinding---manual round-grinding---q.c. round-grinding---q.c. round-grinding---q.c. lapping---machine-1 round-grinding---machine-3,21,round-grinding---machine-3
Case245,turning-&-milling---machine-9,0,turning-&-milling-q.c.
Case245,turning-&-milling---machine-9 turning-&-milling-q.c.,1,turning-&-milling---machine-9
Case245,turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9,2,turning-&-milling---machine-9
Case245,turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9,3,turning-&-milling---machine-9
Case245,turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9,4,turning-&-milling---machine-9
Case245,turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9,5,turning-&-milling---machine-9
Case245,turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9,6,turning-&-milling-q.c.
Case245,turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c.,7,laser-marking---machine-7
Case245,turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. laser-marking---machine-7,8,lapping---machine-1
Case245,turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. laser-marking---machine-7 lapping---machine-1,9,lapping---machine-1
Case245,turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. laser-marking---machine-7 lapping---machine-1 lapping---machine-1,10,round-grinding---manual
Case245,turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. laser-marking---machine-7 lapping---machine-1 lapping---machine-1 round-grinding---manual,11,round-grinding---manual
Case245,turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. laser-marking---machine-7 lapping---machine-1 lapping---machine-1 round-grinding---manual round-grinding---manual,12,round-grinding---manual
Case245,turning-&-milling---machine-9 turning-&-milling-q.c. turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling-q.c. laser-marking---machine-7 lapping---machine-1 lapping---machine-1 round-grinding---manual round-grinding---manual round-grinding---manual,13,round-grinding---manual
Case229,turning-q.c.,0,turning-&-milling---machine-8
Case229,turning-q.c. turning-&-milling---machine-8,1,turning-&-milling---machine-8
Case229,turning-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8,2,turning-&-milling---machine-8
Case229,turning-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8,3,turning-q.c.
Case229,turning-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-q.c.,4,laser-marking---machine-7
Case229,turning-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-q.c. laser-marking---machine-7,5,flat-grinding---machine-11
Case229,turning-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-q.c. laser-marking---machine-7 flat-grinding---machine-11,6,laser-marking---machine-7
Case229,turning-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-q.c. laser-marking---machine-7 flat-grinding---machine-11 laser-marking---machine-7,7,final-inspection-q.c.
Case229,turning-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-q.c. laser-marking---machine-7 flat-grinding---machine-11 laser-marking---machine-7 final-inspection-q.c.,8,final-inspection-q.c.
Case229,turning-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-q.c. laser-marking---machine-7 flat-grinding---machine-11 laser-marking---machine-7 final-inspection-q.c. final-inspection-q.c.,9,packing
Case22,turning-&-milling---machine-9,0,turning-&-milling---machine-9
Case22,turning-&-milling---machine-9 turning-&-milling---machine-9,1,turning-&-milling---machine-9
Case22,turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9,2,turning-&-milling---machine-9
Case22,turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9 turning-&-milling---machine-9,3,turning-&-milling---machine-9
Case23,other,0,other
Case23,other other,1,turning-&-milling---machine-5
Case223,turning-&-milling---machine-8,0,turning-&-milling---machine-8
Case223,turning-&-milling---machine-8 turning-&-milling---machine-8,1,turning-&-milling-q.c.
Case223,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c.,2,turning-&-milling---machine-8
Case223,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8,3,turning-&-milling---machine-8
Case223,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8,4,turning-&-milling---machine-8
Case223,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8,5,turning-&-milling-q.c.
Case223,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c.,6,laser-marking---machine-7
Case223,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. laser-marking---machine-7,7,flat-grinding---machine-11
Case223,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. laser-marking---machine-7 flat-grinding---machine-11,8,flat-grinding---machine-11
Case223,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. laser-marking---machine-7 flat-grinding---machine-11 flat-grinding---machine-11,9,flat-grinding---machine-11
Case223,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. laser-marking---machine-7 flat-grinding---machine-11 flat-grinding---machine-11 flat-grinding---machine-11,10,lapping---machine-1
Case223,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. laser-marking---machine-7 flat-grinding---machine-11 flat-grinding---machine-11 flat-grinding---machine-11 lapping---machine-1,11,final-inspection-q.c.
Case223,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. laser-marking---machine-7 flat-grinding---machine-11 flat-grinding---machine-11 flat-grinding---machine-11 lapping---machine-1 final-inspection-q.c.,12,flat-grinding---machine-11
Case223,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. laser-marking---machine-7 flat-grinding---machine-11 flat-grinding---machine-11 flat-grinding---machine-11 lapping---machine-1 final-inspection-q.c. flat-grinding---machine-11,13,flat-grinding---machine-11
Case223,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. laser-marking---machine-7 flat-grinding---machine-11 flat-grinding---machine-11 flat-grinding---machine-11 lapping---machine-1 final-inspection-q.c. flat-grinding---machine-11 flat-grinding---machine-11,14,flat-grinding---machine-11
Case223,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. laser-marking---machine-7 flat-grinding---machine-11 flat-grinding---machine-11 flat-grinding---machine-11 lapping---machine-1 final-inspection-q.c. flat-grinding---machine-11 flat-grinding---machine-11 flat-grinding---machine-11,15,final-inspection-q.c.
Case223,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. laser-marking---machine-7 flat-grinding---machine-11 flat-grinding---machine-11 flat-grinding---machine-11 lapping---machine-1 final-inspection-q.c. flat-grinding---machine-11 flat-grinding---machine-11 flat-grinding---machine-11 final-inspection-q.c.,16,packing
Case223,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. laser-marking---machine-7 flat-grinding---machine-11 flat-grinding---machine-11 flat-grinding---machine-11 lapping---machine-1 final-inspection-q.c. flat-grinding---machine-11 flat-grinding---machine-11 flat-grinding---machine-11 final-inspection-q.c. packing,17,flat-grinding---machine-11
Case223,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. laser-marking---machine-7 flat-grinding---machine-11 flat-grinding---machine-11 flat-grinding---machine-11 lapping---machine-1 final-inspection-q.c. flat-grinding---machine-11 flat-grinding---machine-11 flat-grinding---machine-11 final-inspection-q.c. packing flat-grinding---machine-11,18,lapping---machine-1
Case223,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. laser-marking---machine-7 flat-grinding---machine-11 flat-grinding---machine-11 flat-grinding---machine-11 lapping---machine-1 final-inspection-q.c. flat-grinding---machine-11 flat-grinding---machine-11 flat-grinding---machine-11 final-inspection-q.c. packing flat-grinding---machine-11 lapping---machine-1,19,final-inspection-q.c.
Case223,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. laser-marking---machine-7 flat-grinding---machine-11 flat-grinding---machine-11 flat-grinding---machine-11 lapping---machine-1 final-inspection-q.c. flat-grinding---machine-11 flat-grinding---machine-11 flat-grinding---machine-11 final-inspection-q.c. packing flat-grinding---machine-11 lapping---machine-1 final-inspection-q.c.,20,final-inspection-q.c.
